sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.0.10,194.168.4.100,60806,53,17,1,67,,2021/03/28T12:55:00.174,0.000,2021/03/28T12:55:00.174,S0
192.168.0.10,213.163.86.115,59498,50001,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,213.163.94.30,59498,50003,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,213.163.95.235,59498,50003,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,188.122.93.101,59498,50002,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,5.200.3.91,59498,50001,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,188.122.66.8,59498,50004,17,1,36,,2021/03/28T12:55:00.319,0.000,2021/03/28T12:55:00.319,S0
192.168.0.10,188.122.83.38,59498,50002,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,188.122.64.138,59498,50002,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,188.122.66.106,59498,50003,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,188.122.65.136,59498,50004,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,185.179.203.235,59498,50004,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,185.179.203.232,59498,50002,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,185.179.203.231,59498,50001,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,185.179.203.234,59498,50003,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,185.179.203.233,59498,50004,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,35.212.20.19,59498,50001,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,213.179.198.105,59498,50004,17,1,36,,2021/03/28T12:55:00.320,0.000,2021/03/28T12:55:00.320,S0
192.168.0.10,35.212.111.96,59498,50001,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,35.212.126.34,59498,50002,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,35.212.57.110,59498,50003,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,138.128.141.123,59498,50002,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,138.128.142.55,59498,50002,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,138.128.143.7,59498,50004,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,138.128.140.216,59498,50004,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,138.128.141.79,59498,50003,17,1,36,,2021/03/28T12:55:00.321,0.000,2021/03/28T12:55:00.321,S0
192.168.0.10,224.0.0.252,63359,5355,17,2,100,,2021/03/28T12:55:00.197,0.417,2021/03/28T12:55:00.614,S0
192.168.0.10,224.0.0.252,62883,5355,17,2,100,,2021/03/28T12:55:11.587,0.421,2021/03/28T12:55:12.008,S0
192.168.0.10,194.168.4.100,62799,53,17,1,57,,2021/03/28T12:55:26.072,0.000,2021/03/28T12:55:26.072,S0
192.168.0.10,194.168.4.100,52511,53,17,1,60,,2021/03/28T12:56:04.295,0.000,2021/03/28T12:56:04.295,S0
192.168.0.10,194.168.4.100,57014,53,17,1,57,,2021/03/28T12:56:04.308,0.000,2021/03/28T12:56:04.308,S0
192.168.0.10,194.168.4.100,61897,53,17,1,75,,2021/03/28T12:56:04.335,0.000,2021/03/28T12:56:04.335,S0
192.168.0.10,194.168.4.100,57257,53,17,1,60,,2021/03/28T12:56:04.409,0.000,2021/03/28T12:56:04.409,S0
192.168.0.10,194.168.4.100,55670,53,17,1,73,,2021/03/28T12:56:04.495,0.000,2021/03/28T12:56:04.495,S0
192.168.0.10,194.168.4.100,52126,53,17,1,55,,2021/03/28T12:56:04.495,0.000,2021/03/28T12:56:04.495,S0
192.168.0.10,194.168.4.100,64895,53,17,1,56,,2021/03/28T12:56:04.628,0.000,2021/03/28T12:56:04.628,S0
192.168.0.10,194.168.4.100,56526,53,17,1,57,,2021/03/28T12:56:04.889,0.000,2021/03/28T12:56:04.889,S0
192.168.0.10,194.168.4.100,51957,53,17,1,60,,2021/03/28T12:56:07.127,0.000,2021/03/28T12:56:07.127,S0
192.168.0.10,216.58.198.164,51958,443,17,44,7480,,2021/03/28T12:56:07.141,0.957,2021/03/28T12:56:08.098,S0
192.168.0.10,194.168.4.100,53926,53,17,1,66,,2021/03/28T12:56:09.123,0.000,2021/03/28T12:56:09.123,S0
192.168.0.10,194.168.8.100,53926,53,17,1,66,,2021/03/28T12:56:09.165,0.000,2021/03/28T12:56:09.165,S0
192.168.0.10,194.168.4.100,61033,53,17,1,75,,2021/03/28T12:56:09.680,0.000,2021/03/28T12:56:09.680,S0
192.168.0.10,194.168.4.100,59324,53,17,1,57,,2021/03/28T12:56:24.911,0.000,2021/03/28T12:56:24.911,S0
192.168.0.10,194.168.4.100,53174,53,17,1,73,,2021/03/28T12:56:24.972,0.000,2021/03/28T12:56:24.972,S0
192.168.0.10,194.168.4.100,53586,53,17,1,58,,2021/03/28T12:56:24.972,0.000,2021/03/28T12:56:24.972,S0
192.168.0.10,194.168.4.100,62700,53,17,1,60,,2021/03/28T12:56:24.973,0.000,2021/03/28T12:56:24.973,S0
192.168.0.10,194.168.4.100,54441,53,17,1,70,,2021/03/28T12:56:24.986,0.000,2021/03/28T12:56:24.986,S0
192.168.0.10,194.168.4.100,59948,53,17,1,57,,2021/03/28T12:56:24.994,0.000,2021/03/28T12:56:24.994,S0
192.168.0.10,239.255.255.250,61036,1900,17,4,804,,2021/03/28T12:56:23.295,3.013,2021/03/28T12:56:26.308,S0
192.168.0.10,194.168.4.100,54201,53,17,1,56,,2021/03/28T12:56:27.310,0.000,2021/03/28T12:56:27.310,S0
192.168.0.10,224.0.0.252,62701,5355,17,2,100,,2021/03/28T12:56:54.947,0.412,2021/03/28T12:56:55.359,S0
192.168.0.10,194.168.4.100,59499,53,17,1,64,,2021/03/28T12:56:55.955,0.000,2021/03/28T12:56:55.955,S0
192.168.0.10,224.0.0.252,55962,5355,17,2,100,,2021/03/28T12:57:03.988,0.416,2021/03/28T12:57:04.404,S0
192.168.0.10,224.0.0.251,5353,5353,17,17,965,,2021/03/28T12:55:00.193,124.810,2021/03/28T12:57:05.003,S0
192.168.0.10,194.168.4.100,56906,53,17,1,57,,2021/03/28T12:57:27.070,0.000,2021/03/28T12:57:27.070,S0
192.168.0.10,172.67.202.47,56907,443,17,7,3196,,2021/03/28T12:57:27.088,0.119,2021/03/28T12:57:27.207,S0
192.168.0.10,194.168.4.100,55059,53,17,1,73,,2021/03/28T12:57:31.091,0.000,2021/03/28T12:57:31.091,S0
192.168.0.10,194.168.4.100,49867,53,17,1,60,,2021/03/28T12:57:33.317,0.000,2021/03/28T12:57:33.317,S0
192.168.0.10,194.168.4.100,52106,53,17,1,77,,2021/03/28T12:57:33.320,0.000,2021/03/28T12:57:33.320,S0
192.168.0.10,194.168.4.100,61374,53,17,1,75,,2021/03/28T12:57:33.344,0.000,2021/03/28T12:57:33.344,S0
192.168.0.10,194.168.4.100,55587,53,17,1,59,,2021/03/28T12:57:34.148,0.000,2021/03/28T12:57:34.148,S0
192.168.0.10,194.168.4.100,62779,53,17,1,71,,2021/03/28T12:57:34.496,0.000,2021/03/28T12:57:34.496,S0
192.168.0.10,194.168.4.100,55849,53,17,1,72,,2021/03/28T12:57:34.749,0.000,2021/03/28T12:57:34.749,S0
192.168.0.10,216.58.210.46,55850,443,17,23,4896,,2021/03/28T12:57:34.762,0.092,2021/03/28T12:57:34.854,S0
192.168.0.10,194.168.4.100,60850,53,17,1,60,,2021/03/28T12:57:38.586,0.000,2021/03/28T12:57:38.586,S0
192.168.0.10,194.168.4.100,59644,53,17,1,60,,2021/03/28T12:57:38.603,0.000,2021/03/28T12:57:38.603,S0
192.168.0.10,194.168.4.100,61839,53,17,1,75,,2021/03/28T12:57:38.780,0.000,2021/03/28T12:57:38.780,S0
192.168.0.10,194.168.4.100,65010,53,17,1,61,,2021/03/28T12:57:38.783,0.000,2021/03/28T12:57:38.783,S0
192.168.0.10,194.168.4.100,56050,53,17,1,61,,2021/03/28T12:57:38.784,0.000,2021/03/28T12:57:38.784,S0
192.168.0.10,142.250.180.14,56052,443,17,12,4633,,2021/03/28T12:57:38.805,0.099,2021/03/28T12:57:38.904,S0
192.168.0.10,216.58.204.1,62780,443,17,14,4044,,2021/03/28T12:57:34.508,4.401,2021/03/28T12:57:38.909,S0
192.168.0.10,194.168.4.100,60274,53,17,1,57,,2021/03/28T12:57:38.919,0.000,2021/03/28T12:57:38.919,S0
192.168.0.10,194.168.4.100,49251,53,17,1,57,,2021/03/28T12:57:38.941,0.000,2021/03/28T12:57:38.941,S0
192.168.0.10,194.168.4.100,59160,53,17,1,61,,2021/03/28T12:57:39.071,0.000,2021/03/28T12:57:39.071,S0
192.168.0.10,194.168.4.100,59755,53,17,1,63,,2021/03/28T12:57:39.410,0.000,2021/03/28T12:57:39.410,S0
192.168.0.10,194.168.4.100,65333,53,17,1,66,,2021/03/28T12:57:39.428,0.000,2021/03/28T12:57:39.428,S0
192.168.0.10,216.58.212.195,59756,443,17,8,3215,,2021/03/28T12:57:39.423,0.079,2021/03/28T12:57:39.502,S0
192.168.0.10,216.58.212.202,65336,443,17,21,4625,,2021/03/28T12:57:39.441,1.133,2021/03/28T12:57:40.574,S0
192.168.0.10,194.168.4.100,62731,53,17,1,57,,2021/03/28T12:57:41.273,0.000,2021/03/28T12:57:41.273,S0
192.168.0.10,194.168.4.100,59896,53,17,1,59,,2021/03/28T12:57:41.387,0.000,2021/03/28T12:57:41.387,S0
192.168.0.10,216.58.212.227,56051,443,17,17,4261,,2021/03/28T12:57:38.798,4.025,2021/03/28T12:57:42.823,S0
192.168.0.10,194.168.4.100,56607,53,17,1,86,,2021/03/28T12:57:46.581,0.000,2021/03/28T12:57:46.581,S0
192.168.0.10,216.58.213.97,59897,443,17,72,9294,,2021/03/28T12:57:41.401,5.863,2021/03/28T12:57:47.264,S0
192.168.0.10,216.58.198.164,56909,443,17,114,15548,,2021/03/28T12:57:30.975,20.607,2021/03/28T12:57:51.582,S0
192.168.0.10,216.58.212.246,62732,443,17,186,17402,,2021/03/28T12:57:41.287,13.296,2021/03/28T12:57:54.583,S0
192.168.0.10,194.168.4.100,50714,53,17,1,73,,2021/03/28T12:58:07.936,0.000,2021/03/28T12:58:07.936,S0
192.168.0.10,194.168.4.100,52502,53,17,1,58,,2021/03/28T12:58:07.937,0.000,2021/03/28T12:58:07.937,S0
192.168.0.10,194.168.4.100,56755,53,17,1,60,,2021/03/28T12:58:07.937,0.000,2021/03/28T12:58:07.937,S0
192.168.0.10,194.168.4.100,53662,53,17,1,70,,2021/03/28T12:58:07.952,0.000,2021/03/28T12:58:07.952,S0
192.168.0.10,194.168.4.100,62044,53,17,1,56,,2021/03/28T12:58:07.958,0.000,2021/03/28T12:58:07.958,S0
192.168.0.10,194.168.4.100,51501,53,17,1,55,,2021/03/28T12:58:07.964,0.000,2021/03/28T12:58:07.964,S0
192.168.0.10,194.168.4.100,57472,53,17,1,57,,2021/03/28T12:58:07.971,0.000,2021/03/28T12:58:07.971,S0
192.168.0.10,216.58.213.14,59645,443,17,134,25525,,2021/03/28T12:57:38.633,36.709,2021/03/28T12:58:15.342,S0
192.168.0.10,224.0.0.22,0,0,2,5,208,,2021/03/28T12:56:08.733,132.999,2021/03/28T12:58:21.732,S0
192.168.0.10,239.255.255.250,57480,1900,17,4,804,,2021/03/28T12:58:23.308,3.018,2021/03/28T12:58:26.326,S0
192.168.0.10,194.168.4.100,64184,53,17,1,52,,2021/03/28T12:58:41.612,0.000,2021/03/28T12:58:41.612,S0
192.168.0.10,194.168.4.100,53242,53,17,1,66,,2021/03/28T12:58:41.752,0.000,2021/03/28T12:58:41.752,S0
192.168.0.10,194.168.4.100,56461,53,17,1,61,,2021/03/28T12:58:54.351,0.000,2021/03/28T12:58:54.351,S0
192.168.0.10,172.217.169.46,56462,443,17,9,3309,,2021/03/28T12:58:54.371,0.110,2021/03/28T12:58:54.481,S0
192.168.0.10,194.168.4.100,49352,53,17,2,121,,2021/03/28T12:57:38.784,78.683,2021/03/28T12:58:57.467,S0
192.168.0.10,194.168.4.100,54409,53,17,1,73,,2021/03/28T12:58:57.480,0.000,2021/03/28T12:58:57.480,S0
192.168.0.10,216.58.198.164,54410,443,17,15,4683,,2021/03/28T12:58:57.482,0.283,2021/03/28T12:58:57.765,S0
192.168.0.10,194.168.4.100,55957,53,17,1,59,,2021/03/28T12:58:57.859,0.000,2021/03/28T12:58:57.859,S0
192.168.0.10,194.168.4.100,49766,53,17,1,75,,2021/03/28T12:58:57.900,0.000,2021/03/28T12:58:57.900,S0
192.168.0.10,194.168.4.100,57609,53,17,1,62,,2021/03/28T12:58:58.289,0.000,2021/03/28T12:58:58.289,S0
192.168.0.10,194.168.4.100,62772,53,17,1,69,,2021/03/28T12:58:58.829,0.000,2021/03/28T12:58:58.829,S0
192.168.0.10,194.168.4.100,56940,53,17,1,65,,2021/03/28T12:58:59.905,0.000,2021/03/28T12:58:59.905,S0
192.168.0.10,194.168.4.100,60986,53,17,1,73,,2021/03/28T12:59:13.280,0.000,2021/03/28T12:59:13.280,S0
192.168.0.10,194.168.4.100,51725,53,17,1,58,,2021/03/28T12:59:13.280,0.000,2021/03/28T12:59:13.280,S0
192.168.0.10,194.168.4.100,56532,53,17,1,60,,2021/03/28T12:59:13.281,0.000,2021/03/28T12:59:13.281,S0
192.168.0.10,194.168.4.100,53302,53,17,1,70,,2021/03/28T12:59:13.298,0.000,2021/03/28T12:59:13.298,S0
192.168.0.10,194.168.4.100,55268,53,17,1,56,,2021/03/28T12:59:13.299,0.000,2021/03/28T12:59:13.299,S0
192.168.0.10,194.168.4.100,54123,53,17,1,55,,2021/03/28T12:59:13.305,0.000,2021/03/28T12:59:13.305,S0
192.168.0.10,62.254.36.142,56608,443,17,4140,345071,,2021/03/28T12:57:46.594,87.794,2021/03/28T12:59:14.388,S0
192.168.0.10,194.168.4.100,50960,53,17,1,60,,2021/03/28T12:59:14.975,0.000,2021/03/28T12:59:14.975,S0
192.168.0.10,194.168.4.100,65002,53,17,1,64,,2021/03/28T12:59:15.955,0.000,2021/03/28T12:59:15.955,S0
192.168.0.10,23.198.73.135,64924,443,6,2,80,FRA,2021/03/28T12:56:01.617,0.020,2021/03/28T12:56:01.637,S0
192.168.0.10,99.84.5.45,64846,443,6,4,162,FRA,2021/03/28T12:55:26.218,59.926,2021/03/28T12:56:26.144,S0
192.168.0.10,62.254.36.75,65000,443,6,12,1060,FSRPA,2021/03/28T12:58:41.769,0.096,2021/03/28T12:58:41.865,S0
192.168.0.10,23.13.217.152,65010,443,6,6,769,FSRPA,2021/03/28T12:58:58.307,0.072,2021/03/28T12:58:58.379,S0
192.168.0.10,23.13.217.152,65011,443,6,8,975,FSRPA,2021/03/28T12:58:58.307,0.084,2021/03/28T12:58:58.391,S0
192.168.0.10,23.13.217.152,65014,443,6,8,975,FSRPA,2021/03/28T12:58:58.841,0.082,2021/03/28T12:58:58.923,S0
192.168.0.10,13.107.21.200,64908,443,6,1,41,A,2021/03/28T12:54:54.292,0.000,2021/03/28T12:54:54.292,S0
192.168.0.10,204.79.197.203,64847,443,6,1,41,A,2021/03/28T12:54:55.579,0.000,2021/03/28T12:54:55.579,S0
192.168.0.10,51.140.15.164,64961,443,6,12,3191,FSPA,2021/03/28T12:56:04.356,0.087,2021/03/28T12:56:04.443,S0
192.168.0.10,51.140.15.164,64967,443,6,12,3109,FSPA,2021/03/28T12:56:04.918,0.094,2021/03/28T12:56:05.012,S0
192.168.0.10,51.140.15.164,64968,443,6,12,3207,FSPA,2021/03/28T12:56:05.009,0.087,2021/03/28T12:56:05.096,S0
192.168.0.10,51.140.157.153,64963,443,6,66,65448,FSPA,2021/03/28T12:56:04.507,4.656,2021/03/28T12:56:09.163,S0
192.168.0.10,51.140.15.164,64972,443,6,12,3023,FSPA,2021/03/28T12:56:09.694,0.096,2021/03/28T12:56:09.790,S0
192.168.0.10,147.72.252.217,64971,443,6,8,1602,FSPA,2021/03/28T12:56:09.649,0.389,2021/03/28T12:56:10.038,S0
192.168.0.10,147.72.252.217,64970,443,6,8,1447,FSPA,2021/03/28T12:56:09.649,1.233,2021/03/28T12:56:10.882,S0
192.168.0.10,216.58.198.164,64969,443,6,7,873,FSPA,2021/03/28T12:56:07.182,15.989,2021/03/28T12:56:23.171,S0
192.168.0.10,93.184.220.29,64946,80,6,4,160,FA,2021/03/28T12:55:18.305,66.015,2021/03/28T12:56:24.320,S0
192.168.0.10,104.97.144.201,64977,443,6,7,992,FSPA,2021/03/28T12:56:25.004,20.168,2021/03/28T12:56:45.172,S0
192.168.0.10,62.254.36.105,64973,443,6,10,1506,FSPA,2021/03/28T12:56:24.985,21.111,2021/03/28T12:56:46.096,S0
192.168.0.10,2.16.14.10,64974,443,6,28,20540,FSPA,2021/03/28T12:56:24.991,22.763,2021/03/28T12:56:47.754,S0
192.168.0.10,2.16.14.10,64976,443,6,12,1920,FSPA,2021/03/28T12:56:24.997,22.789,2021/03/28T12:56:47.786,S0
192.168.0.10,204.79.197.203,64978,443,6,9,1095,FSPA,2021/03/28T12:56:25.008,64.163,2021/03/28T12:57:29.171,S0
192.168.0.10,204.79.197.200,64975,443,6,9,1096,FSPA,2021/03/28T12:56:24.995,64.176,2021/03/28T12:57:29.171,S0
192.168.0.10,51.140.15.164,64984,443,6,13,3179,FSPA,2021/03/28T12:57:33.357,0.127,2021/03/28T12:57:33.484,S0
192.168.0.10,40.78.128.150,64982,443,6,69,68739,FSPA,2021/03/28T12:57:31.111,2.449,2021/03/28T12:57:33.560,S0
192.168.0.10,20.190.160.75,64962,443,6,14,6142,SPA,2021/03/28T12:56:04.430,90.341,2021/03/28T12:57:34.771,S0
192.168.0.10,51.140.15.164,64987,443,6,12,3223,FSPA,2021/03/28T12:57:38.793,0.094,2021/03/28T12:57:38.887,S0
192.168.0.10,51.140.15.164,64989,443,6,12,3355,FSPA,2021/03/28T12:57:38.947,0.087,2021/03/28T12:57:39.034,S0
192.168.0.10,51.140.15.164,64991,443,6,12,3390,FSPA,2021/03/28T12:57:39.100,0.094,2021/03/28T12:57:39.194,S0
192.168.0.10,40.67.254.36,64820,443,6,2,179,PA,2021/03/28T12:57:49.005,0.087,2021/03/28T12:57:49.092,S0
192.168.0.10,62.254.36.105,64995,443,6,7,883,FSPA,2021/03/28T12:58:07.950,16.217,2021/03/28T12:58:24.167,S0
192.168.0.10,204.79.197.219,64980,443,6,12,1852,SPA,2021/03/28T12:56:55.970,90.134,2021/03/28T12:58:26.104,S0
192.168.0.10,2.22.225.99,64996,443,6,32,25373,FSPA,2021/03/28T12:58:07.956,23.694,2021/03/28T12:58:31.650,S0
192.168.0.10,2.22.225.99,64998,443,6,11,1880,FSPA,2021/03/28T12:58:07.986,23.836,2021/03/28T12:58:31.822,S0
192.168.0.10,84.53.169.97,64748,443,6,2,80,A,2021/03/28T12:58:33.334,0.001,2021/03/28T12:58:33.335,S0
192.168.0.10,84.53.169.97,64747,443,6,2,80,A,2021/03/28T12:58:33.522,0.000,2021/03/28T12:58:33.522,S0
192.168.0.10,104.120.213.219,64753,80,6,1,40,A,2021/03/28T12:58:34.922,0.000,2021/03/28T12:58:34.922,S0
192.168.0.10,104.97.144.201,64997,443,6,7,992,FSPA,2021/03/28T12:58:07.970,27.212,2021/03/28T12:58:35.182,S0
192.168.0.10,216.58.197.131,64986,443,6,9,954,FSPA,2021/03/28T12:57:34.401,61.014,2021/03/28T12:58:35.415,S0
192.168.0.10,35.186.224.25,64954,443,6,7,285,FA,2021/03/28T12:55:25.199,195.018,2021/03/28T12:58:40.217,S0
192.168.0.10,23.38.17.26,64999,443,6,8,820,SPA,2021/03/28T12:58:41.630,0.165,2021/03/28T12:58:41.795,S0
192.168.0.10,84.53.169.97,64746,443,6,3,120,A,2021/03/28T12:58:45.035,0.030,2021/03/28T12:58:45.065,S0
192.168.0.10,84.53.169.97,64789,443,6,1,40,A,2021/03/28T12:58:45.124,0.000,2021/03/28T12:58:45.124,S0
192.168.0.10,162.159.138.234,64957,443,6,15,1671,SPA,2021/03/28T12:55:00.188,225.221,2021/03/28T12:58:45.409,S0
192.168.0.10,172.217.16.227,64988,443,6,9,954,FSPA,2021/03/28T12:57:38.799,67.392,2021/03/28T12:58:46.191,S0
192.168.0.10,216.58.213.97,64992,443,6,10,994,FSPA,2021/03/28T12:57:41.448,64.748,2021/03/28T12:58:46.196,S0
192.168.0.10,40.67.254.36,64686,443,6,12,738,PA,2021/03/28T12:55:04.689,225.106,2021/03/28T12:58:49.795,S0
192.168.0.10,40.67.254.36,64656,443,6,4,362,PA,2021/03/28T12:56:47.492,122.585,2021/03/28T12:58:50.077,S0
192.168.0.10,172.217.169.78,64990,443,6,18,3634,SPA,2021/03/28T12:57:38.954,75.471,2021/03/28T12:58:54.425,S0
192.168.0.10,104.21.22.28,64959,443,6,205,9333,SPA,2021/03/28T12:55:26.086,211.264,2021/03/28T12:58:57.350,S0
192.168.0.10,52.142.114.2,64964,443,6,31,18891,SPA,2021/03/28T12:56:04.513,172.973,2021/03/28T12:58:57.486,S0
192.168.0.10,51.140.15.164,65006,443,6,12,2998,FSPA,2021/03/28T12:58:57.917,0.095,2021/03/28T12:58:58.012,S0
192.168.0.10,23.13.217.152,65009,443,6,7,809,FSPA,2021/03/28T12:58:58.306,0.092,2021/03/28T12:58:58.398,S0
192.168.0.10,52.114.159.35,65003,443,6,34,32380,FSPA,2021/03/28T12:58:57.493,1.026,2021/03/28T12:58:58.519,S0
192.168.0.10,52.114.159.35,65007,443,6,6,927,SPA,2021/03/28T12:58:58.024,0.558,2021/03/28T12:58:58.582,S0
192.168.0.10,23.13.217.152,65015,443,6,6,769,FSPA,2021/03/28T12:58:58.841,0.085,2021/03/28T12:58:58.926,S0
192.168.0.10,212.58.233.252,65005,443,6,34,2791,SPA,2021/03/28T12:58:57.883,2.037,2021/03/28T12:58:59.920,S0
192.168.0.10,23.13.217.152,65016,443,6,56,4341,SPA,2021/03/28T12:58:58.842,1.096,2021/03/28T12:58:59.938,S0
192.168.0.10,23.13.217.152,65008,443,6,106,6842,SPA,2021/03/28T12:58:58.306,2.172,2021/03/28T12:59:00.478,S0
192.168.0.10,52.114.74.45,64951,443,6,12,5131,PA,2021/03/28T12:55:13.353,227.923,2021/03/28T12:59:01.276,S0
192.168.0.10,52.114.128.43,64983,443,6,11,2752,SPA,2021/03/28T12:57:33.335,90.639,2021/03/28T12:59:03.974,S0
192.168.0.10,216.58.197.131,64985,443,6,12,2545,SPA,2021/03/28T12:57:34.163,91.271,2021/03/28T12:59:05.434,S0
192.168.0.10,162.159.128.233,64948,443,6,6,246,A,2021/03/28T12:55:22.772,225.142,2021/03/28T12:59:07.914,S0
192.168.0.10,216.58.198.164,65004,443,6,7,873,FSPA,2021/03/28T12:58:57.507,10.669,2021/03/28T12:59:08.176,S0
192.168.0.10,23.13.217.152,65012,443,6,8,975,SPA,2021/03/28T12:58:58.308,10.114,2021/03/28T12:59:08.422,S0
192.168.0.10,162.159.136.234,64950,443,6,65,2957,PA,2021/03/28T12:54:59.169,249.957,2021/03/28T12:59:09.126,S0
192.168.0.10,162.159.135.233,64955,443,6,6,246,A,2021/03/28T12:55:24.066,225.113,2021/03/28T12:59:09.179,S0
192.168.0.10,35.186.224.47,64956,443,6,18,1107,PA,2021/03/28T12:55:10.166,240.063,2021/03/28T12:59:10.229,S0
192.168.0.10,162.159.128.233,64949,443,6,6,246,A,2021/03/28T12:55:25.248,225.109,2021/03/28T12:59:10.357,S0
192.168.0.10,23.13.217.152,65013,443,6,9,1015,FSPA,2021/03/28T12:58:58.308,14.988,2021/03/28T12:59:13.296,S0
192.168.0.10,62.254.36.98,65017,443,6,4,751,SPA,2021/03/28T12:59:13.296,0.046,2021/03/28T12:59:13.342,S0
192.168.0.10,104.97.144.201,65019,443,6,5,912,SPA,2021/03/28T12:59:13.314,0.102,2021/03/28T12:59:13.416,S0
192.168.0.10,93.184.220.29,65022,80,6,4,522,SPA,2021/03/28T12:59:15.161,0.091,2021/03/28T12:59:15.252,S0
192.168.0.10,204.79.197.200,64965,443,6,26,4252,SPA,2021/03/28T12:56:04.654,190.789,2021/03/28T12:59:15.443,S0
192.168.0.10,204.79.197.200,64979,443,6,22,2399,SPA,2021/03/28T12:56:27.323,168.126,2021/03/28T12:59:15.449,S0
192.168.0.10,20.190.160.73,65021,443,6,16,6209,FSPA,2021/03/28T12:59:14.995,0.842,2021/03/28T12:59:15.837,S0
192.168.0.10,2.22.225.11,65018,443,6,17,10971,SPA,2021/03/28T12:59:13.298,2.581,2021/03/28T12:59:15.879,S0
192.168.0.10,2.22.225.11,65020,443,6,9,1799,SPA,2021/03/28T12:59:13.324,2.870,2021/03/28T12:59:16.194,S0
192.168.0.10,51.141.118.215,65023,443,6,17,9316,SPA,2021/03/28T12:59:15.969,0.552,2021/03/28T12:59:16.521,S0
192.168.0.10,204.79.197.203,64966,443,6,182,93733,SPA,2021/03/28T12:56:04.901,193.315,2021/03/28T12:59:18.216,S0
192.168.0.10,192.168.0.1,64939,80,6,3,833,FPA,2021/03/28T12:55:01.551,0.808,2021/03/28T12:55:02.359,S0
192.168.0.10,192.168.0.1,64958,80,6,13,4097,FSPA,2021/03/28T12:55:11.566,40.903,2021/03/28T12:55:52.469,S0
192.168.0.10,192.168.0.1,64960,80,6,13,4097,FSPA,2021/03/28T12:56:01.633,44.258,2021/03/28T12:56:45.891,S0
192.168.0.10,192.168.0.255,137,137,17,12,936,,2021/03/28T12:55:00.193,125.297,2021/03/28T12:57:05.490,S0
192.168.0.10,192.168.0.1,64981,80,6,13,4097,FSPA,2021/03/28T12:56:56.175,44.808,2021/03/28T12:57:40.983,S0
192.168.0.10,192.168.0.1,64994,80,6,13,4097,FSPA,2021/03/28T12:57:51.168,45.175,2021/03/28T12:58:36.343,S0
192.168.0.10,192.168.0.33,64993,8080,6,6,553,SPA,2021/03/28T12:57:42.857,61.407,2021/03/28T12:58:44.264,S0
192.168.0.10,192.168.0.1,65002,80,6,9,3224,SPA,2021/03/28T12:58:46.176,33.000,2021/03/28T12:59:19.176,S0
0.0.0.0,255.255.255.255,68,67,17,5,1845,,2021/03/28T12:54:54.463,255.467,2021/03/28T12:59:09.930,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,63359,5355,17,2,140,,2021/03/28T12:55:00.197,0.417,2021/03/28T12:55:00.614,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,62883,5355,17,2,140,,2021/03/28T12:55:11.586,0.422,2021/03/28T12:55:12.008,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,62701,5355,17,2,140,,2021/03/28T12:56:54.947,0.412,2021/03/28T12:56:55.359,S0
