sIP,dIP,sPort,dPort,protocol,packets,bytes,flags,sTime,duration,eTime,sensor
192.168.0.10,52.114.77.164,49174,443,6,18,4910,FSPA,2021/03/28T13:49:56.893,109.995,2021/03/28T13:51:46.888,S0
192.168.0.10,62.254.36.89,49192,80,6,6,505,FSPA,2021/03/28T13:50:57.491,60.129,2021/03/28T13:51:57.620,S0
192.168.0.10,8.238.44.126,49191,80,6,6,539,FSPA,2021/03/28T13:50:57.410,60.214,2021/03/28T13:51:57.624,S0
192.168.0.10,17.253.37.202,49193,80,6,6,506,FSPA,2021/03/28T13:50:57.558,60.070,2021/03/28T13:51:57.628,S0
192.168.0.10,69.171.250.35,49186,443,6,117,6007,FSPA,2021/03/28T13:50:54.767,65.088,2021/03/28T13:51:59.855,S0
192.168.0.10,69.171.250.13,49188,443,6,378,17606,FSPA,2021/03/28T13:50:55.122,65.120,2021/03/28T13:52:00.242,S0
192.168.0.10,69.171.250.13,49189,443,6,13,1621,FSPA,2021/03/28T13:50:55.124,67.956,2021/03/28T13:52:03.080,S0
192.168.0.10,157.240.240.2,49195,443,6,88,6169,FSPA,2021/03/28T13:50:58.025,65.083,2021/03/28T13:52:03.108,S0
192.168.0.10,40.67.254.36,64686,443,6,12,738,PA,2021/03/28T13:48:20.210,225.090,2021/03/28T13:52:05.300,S0
192.168.0.10,40.67.254.36,64656,443,6,4,292,FPA,2021/03/28T13:52:08.068,0.030,2021/03/28T13:52:08.098,S0
192.168.0.10,13.107.21.200,49203,443,6,8,1053,FSPA,2021/03/28T13:52:05.305,2.994,2021/03/28T13:52:08.299,S0
192.168.0.10,52.142.114.2,49204,443,6,8,942,FSPA,2021/03/28T13:52:05.308,2.991,2021/03/28T13:52:08.299,S0
192.168.0.10,204.79.197.203,49206,443,6,8,1054,FSPA,2021/03/28T13:52:05.314,2.986,2021/03/28T13:52:08.300,S0
192.168.0.10,157.240.240.1,49190,443,6,126,12006,FSPA,2021/03/28T13:50:55.495,72.821,2021/03/28T13:52:08.316,S0
192.168.0.10,162.159.133.234,65249,443,6,634,29353,FSPA,2021/03/28T13:27:28.315,1480.004,2021/03/28T13:52:08.319,S0
192.168.0.10,204.79.197.203,49198,443,6,40,16518,FSPA,2021/03/28T13:52:05.209,3.114,2021/03/28T13:52:08.323,S0
192.168.0.10,13.107.21.200,49207,443,6,13,1731,FSPA,2021/03/28T13:52:06.654,1.670,2021/03/28T13:52:08.324,S0
192.168.0.10,35.186.224.47,64956,443,6,18,1064,FPA,2021/03/28T13:48:10.167,238.157,2021/03/28T13:52:08.324,S0
192.168.0.10,104.17.121.38,65512,443,6,595,35970,FSPA,2021/03/28T13:47:15.686,292.642,2021/03/28T13:52:08.328,S0
192.168.0.10,69.171.250.15,49194,443,6,269,38894,FSPA,2021/03/28T13:50:57.783,70.546,2021/03/28T13:52:08.329,S0
192.168.0.10,99.84.5.38,65431,443,6,149,45510,FSPA,2021/03/28T13:39:11.813,776.517,2021/03/28T13:52:08.330,S0
192.168.0.10,13.107.21.200,49201,443,6,12,2576,FSPA,2021/03/28T13:52:05.290,3.041,2021/03/28T13:52:08.331,S0
192.168.0.10,140.82.121.3,49175,443,6,140,21870,FSPA,2021/03/28T13:49:58.640,129.691,2021/03/28T13:52:08.331,S0
192.168.0.10,34.233.251.160,65487,443,6,24,2531,FSPA,2021/03/28T13:45:32.415,395.984,2021/03/28T13:52:08.399,S0
192.168.0.10,3.210.53.213,65485,443,6,76,14390,FSPA,2021/03/28T13:45:05.334,423.068,2021/03/28T13:52:08.402,S0
192.168.0.10,20.38.96.100,49170,443,6,93,123270,FSPA,2021/03/28T13:49:50.759,138.136,2021/03/28T13:52:08.895,S0
192.168.0.10,192.168.0.9,65210,8000,6,5,260,S,2021/03/28T13:25:07.122,2.093,2021/03/28T13:25:09.215,S0
192.168.0.10,192.168.0.9,65212,8000,6,5,260,S,2021/03/28T13:25:07.384,2.059,2021/03/28T13:25:09.443,S0
192.168.0.10,192.168.0.9,65213,8000,6,5,260,S,2021/03/28T13:25:10.389,2.047,2021/03/28T13:25:12.436,S0
192.168.0.10,192.168.0.9,65214,8000,6,5,260,S,2021/03/28T13:25:10.650,2.077,2021/03/28T13:25:12.727,S0
192.168.0.10,192.168.0.9,65215,8000,6,5,260,S,2021/03/28T13:25:17.530,2.135,2021/03/28T13:25:19.665,S0
192.168.0.10,192.168.0.9,65217,8000,6,5,260,S,2021/03/28T13:25:17.784,2.071,2021/03/28T13:25:19.855,S0
192.168.0.10,192.168.0.9,65224,8000,6,5,260,S,2021/03/28T13:25:49.720,2.104,2021/03/28T13:25:51.824,S0
192.168.0.10,192.168.0.9,65225,8000,6,5,260,S,2021/03/28T13:25:49.978,2.063,2021/03/28T13:25:52.041,S0
192.168.0.10,192.168.0.21,65227,8000,6,5,703,FSPA,2021/03/28T13:25:55.956,0.008,2021/03/28T13:25:55.964,S0
192.168.0.10,192.168.0.9,65230,8000,6,5,260,S,2021/03/28T13:26:12.510,2.132,2021/03/28T13:26:14.642,S0
192.168.0.10,192.168.0.9,65231,8000,6,5,260,S,2021/03/28T13:26:12.771,2.055,2021/03/28T13:26:14.826,S0
192.168.0.10,192.168.0.9,65232,8000,6,5,260,S,2021/03/28T13:26:15.783,2.058,2021/03/28T13:26:17.841,S0
192.168.0.10,192.168.0.9,65233,8000,6,5,260,S,2021/03/28T13:26:16.043,2.054,2021/03/28T13:26:18.097,S0
192.168.0.10,192.168.0.21,65234,8000,6,5,701,FSPA,2021/03/28T13:26:19.197,0.117,2021/03/28T13:26:19.314,S0
192.168.0.10,192.168.0.9,65235,8000,6,5,260,S,2021/03/28T13:26:24.396,2.141,2021/03/28T13:26:26.537,S0
192.168.0.10,192.168.0.9,65236,8000,6,5,260,S,2021/03/28T13:26:24.655,2.070,2021/03/28T13:26:26.725,S0
192.168.0.10,192.168.0.255,137,137,17,78,6084,,2021/03/28T13:23:57.621,822.351,2021/03/28T13:37:39.972,S0
192.168.0.10,192.168.0.255,137,137,17,12,936,,2021/03/28T13:43:03.338,282.380,2021/03/28T13:47:45.718,S0
::,ff02::16,0,36608,58,4,384,,2021/03/28T13:18:04.954,110.510,2021/03/28T13:19:55.464,S0
::,ff02::1:ffdc:689c,0,34560,58,2,144,,2021/03/28T13:18:05.544,110.111,2021/03/28T13:19:55.655,S0
fe80::34f8:30c9:27dc:689c,ff02::16,0,36608,58,4,384,,2021/03/28T13:18:06.584,110.150,2021/03/28T13:19:56.734,S0
fe80::34f8:30c9:27dc:689c,ff02::fb,5353,5353,17,4,764,,2021/03/28T13:18:07.068,112.100,2021/03/28T13:19:59.168,S0
fe80::34f8:30c9:27dc:689c,ff02::2,0,34048,58,8,448,,2021/03/28T13:18:06.585,122.082,2021/03/28T13:20:08.667,S0
192.169.0.10,224.0.0.251,5353,5353,17,32,4324,,2021/03/28T13:18:05.172,125.950,2021/03/28T13:20:11.122,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,60387,5355,17,2,140,,2021/03/28T13:23:57.624,0.414,2021/03/28T13:23:58.038,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,49371,5355,17,2,140,,2021/03/28T13:23:57.626,0.412,2021/03/28T13:23:58.038,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,49459,5355,17,2,140,,2021/03/28T13:24:06.677,0.413,2021/03/28T13:24:07.090,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,60547,5355,17,2,140,,2021/03/28T13:24:06.681,0.427,2021/03/28T13:24:07.108,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,65127,5355,17,2,140,,2021/03/28T13:26:56.121,0.420,2021/03/28T13:26:56.541,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,60080,5355,17,2,140,,2021/03/28T13:28:01.749,0.421,2021/03/28T13:28:02.170,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,65470,5355,17,2,140,,2021/03/28T13:28:47.802,0.411,2021/03/28T13:28:48.213,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,61388,5355,17,2,140,,2021/03/28T13:30:20.444,0.426,2021/03/28T13:30:20.870,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,54185,5355,17,2,140,,2021/03/28T13:30:22.130,0.412,2021/03/28T13:30:22.542,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,64596,5355,17,2,140,,2021/03/28T13:30:24.135,0.424,2021/03/28T13:30:24.559,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,57648,5355,17,2,140,,2021/03/28T13:30:31.164,0.413,2021/03/28T13:30:31.577,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,56405,5355,17,2,140,,2021/03/28T13:30:33.177,0.420,2021/03/28T13:30:33.597,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,52482,5355,17,2,140,,2021/03/28T13:31:39.752,0.417,2021/03/28T13:31:40.169,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,54544,5355,17,2,140,,2021/03/28T13:32:54.234,0.416,2021/03/28T13:32:54.650,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,64991,5355,17,2,140,,2021/03/28T13:32:54.457,0.411,2021/03/28T13:32:54.868,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,58921,5355,17,2,140,,2021/03/28T13:32:56.245,0.412,2021/03/28T13:32:56.657,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,55967,5355,17,2,140,,2021/03/28T13:33:03.241,0.413,2021/03/28T13:33:03.654,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,59824,5355,17,2,140,,2021/03/28T13:33:03.487,0.420,2021/03/28T13:33:03.907,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,56132,5355,17,2,140,,2021/03/28T13:33:05.283,0.425,2021/03/28T13:33:05.708,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,58016,5355,17,2,140,,2021/03/28T13:34:28.224,0.419,2021/03/28T13:34:28.643,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,56906,5355,17,2,140,,2021/03/28T13:37:27.422,0.420,2021/03/28T13:37:27.842,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,52460,5355,17,2,140,,2021/03/28T13:37:27.581,0.416,2021/03/28T13:37:27.997,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,60474,5355,17,2,140,,2021/03/28T13:37:29.423,0.420,2021/03/28T13:37:29.843,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,55613,5355,17,2,140,,2021/03/28T13:37:36.446,0.421,2021/03/28T13:37:36.867,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,49870,5355,17,2,140,,2021/03/28T13:37:36.627,0.415,2021/03/28T13:37:37.042,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,56580,5355,17,2,140,,2021/03/28T13:37:38.465,0.412,2021/03/28T13:37:38.877,S0
fe80::fd2e:ae6c:432b:6a20,ff02::fb,5353,5353,17,104,7904,,2021/03/28T13:23:57.623,821.855,2021/03/28T13:37:39.478,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,51313,5355,17,2,152,,2021/03/28T13:43:03.343,0.414,2021/03/28T13:43:03.757,S0
0.0.0.0,255.255.255.255,68,67,17,35,12915,,2021/03/28T13:18:05.034,1769.955,2021/03/28T13:47:34.989,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,50787,5355,17,2,152,,2021/03/28T13:47:16.988,0.423,2021/03/28T13:47:17.411,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,59755,5355,17,2,148,,2021/03/28T13:47:17.022,0.420,2021/03/28T13:47:17.442,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,54763,5355,17,2,140,,2021/03/28T13:47:44.217,0.418,2021/03/28T13:47:44.635,S0
0.0.0.0,255.255.255.255,68,67,17,4,1476,,2021/03/28T13:48:39.451,190.311,2021/03/28T13:51:49.762,S0
fe80::fd2e:ae6c:432b:6a20,ff02::c,56703,3702,17,4,3288,,2021/03/28T13:52:08.478,0.567,2021/03/28T13:52:09.045,S0
fe80::fd2e:ae6c:432b:6a20,ff02::16,0,36608,58,5,380,,2021/03/28T13:52:09.406,0.345,2021/03/28T13:52:09.751,S0
fe80::fd2e:ae6c:432b:6a20,ff02::1:3,60367,5355,17,1,86,,2021/03/28T13:52:09.756,0.000,2021/03/28T13:52:09.756,S0
fe80::fd2e:ae6c:432b:6a20,ff02::fb,5353,5353,17,20,1724,,2021/03/28T13:43:03.341,546.481,2021/03/28T13:52:09.822,S0
194.168.4.100,192.168.0.10,53,62321,17,1,78,,2021/03/28T15:17:00.633,0.000,2021/03/28T15:17:00.633,S0
194.168.4.100,192.168.0.10,53,57625,17,1,137,,2021/03/28T15:17:03.964,0.000,2021/03/28T15:17:03.964,S0
194.168.4.100,192.168.0.10,53,60026,17,1,83,,2021/03/28T15:17:04.921,0.000,2021/03/28T15:17:04.921,S0
194.168.4.100,192.168.0.10,53,54449,17,1,127,,2021/03/28T15:17:04.967,0.000,2021/03/28T15:17:04.967,S0
194.168.4.100,192.168.0.10,53,64864,17,1,358,,2021/03/28T15:17:05.057,0.000,2021/03/28T15:17:05.057,S0
194.168.4.100,192.168.0.10,53,54094,17,1,82,,2021/03/28T15:17:06.062,0.000,2021/03/28T15:17:06.062,S0
194.168.4.100,192.168.0.10,53,61404,17,1,132,,2021/03/28T15:17:06.234,0.000,2021/03/28T15:17:06.234,S0
194.168.4.100,192.168.0.10,53,56606,17,1,127,,2021/03/28T15:17:06.316,0.000,2021/03/28T15:17:06.316,S0
194.168.4.100,192.168.0.10,53,57602,17,1,167,,2021/03/28T15:17:06.412,0.000,2021/03/28T15:17:06.412,S0
194.168.4.100,192.168.0.10,53,50060,17,1,118,,2021/03/28T15:17:06.778,0.000,2021/03/28T15:17:06.778,S0
194.168.4.100,192.168.0.10,53,60827,17,1,139,,2021/03/28T15:17:07.012,0.000,2021/03/28T15:17:07.012,S0
194.168.4.100,192.168.0.10,53,54695,17,1,197,,2021/03/28T15:17:07.065,0.000,2021/03/28T15:17:07.065,S0
194.168.4.100,192.168.0.10,53,58289,17,1,197,,2021/03/28T15:17:08.048,0.000,2021/03/28T15:17:08.048,S0
194.168.4.100,192.168.0.10,53,56575,17,1,312,,2021/03/28T15:17:08.394,0.000,2021/03/28T15:17:08.394,S0
194.168.4.100,192.168.0.10,53,63157,17,1,281,,2021/03/28T15:17:09.064,0.000,2021/03/28T15:17:09.064,S0
194.168.4.100,192.168.0.10,53,53750,17,1,141,,2021/03/28T15:17:09.348,0.000,2021/03/28T15:17:09.348,S0
194.168.4.100,192.168.0.10,53,52519,17,1,117,,2021/03/28T15:17:11.517,0.000,2021/03/28T15:17:11.517,S0
194.168.4.100,192.168.0.10,53,56540,17,1,137,,2021/03/28T15:17:12.068,0.000,2021/03/28T15:17:12.068,S0
194.168.4.100,192.168.0.10,53,58096,17,1,110,,2021/03/28T15:17:12.073,0.000,2021/03/28T15:17:12.073,S0
194.168.4.100,192.168.0.10,53,51458,17,1,144,,2021/03/28T15:17:12.074,0.000,2021/03/28T15:17:12.074,S0
194.168.4.100,192.168.0.10,53,52999,17,1,97,,2021/03/28T15:17:12.135,0.000,2021/03/28T15:17:12.135,S0
194.168.4.100,192.168.0.10,53,63596,17,1,107,,2021/03/28T15:17:12.140,0.000,2021/03/28T15:17:12.140,S0
194.168.4.100,192.168.0.10,53,60630,17,1,108,,2021/03/28T15:17:12.141,0.000,2021/03/28T15:17:12.141,S0
194.168.4.100,192.168.0.10,53,61488,17,1,146,,2021/03/28T15:17:12.142,0.000,2021/03/28T15:17:12.142,S0
194.168.4.100,192.168.0.10,53,63666,17,1,117,,2021/03/28T15:17:12.142,0.000,2021/03/28T15:17:12.142,S0
194.168.4.100,192.168.0.10,53,56954,17,1,191,,2021/03/28T15:17:12.163,0.000,2021/03/28T15:17:12.163,S0
194.168.4.100,192.168.0.10,53,60641,17,1,132,,2021/03/28T15:17:12.165,0.000,2021/03/28T15:17:12.165,S0
194.168.4.100,192.168.0.10,53,54522,17,1,126,,2021/03/28T15:17:12.208,0.000,2021/03/28T15:17:12.208,S0
194.168.4.100,192.168.0.10,53,61472,17,1,189,,2021/03/28T15:17:12.280,0.000,2021/03/28T15:17:12.280,S0
194.168.4.100,192.168.0.10,53,52267,17,1,156,,2021/03/28T15:17:12.637,0.000,2021/03/28T15:17:12.637,S0
194.168.4.100,192.168.0.10,53,57751,17,1,112,,2021/03/28T15:17:12.714,0.000,2021/03/28T15:17:12.714,S0
194.168.4.100,192.168.0.10,53,54814,17,1,166,,2021/03/28T15:17:13.309,0.000,2021/03/28T15:17:13.309,S0
194.168.4.100,192.168.0.10,53,64205,17,1,136,,2021/03/28T15:17:14.058,0.000,2021/03/28T15:17:14.058,S0
194.168.4.100,192.168.0.10,53,50450,17,1,127,,2021/03/28T15:17:14.315,0.000,2021/03/28T15:17:14.315,S0
194.168.4.100,192.168.0.10,53,64142,17,1,206,,2021/03/28T15:17:14.658,0.000,2021/03/28T15:17:14.658,S0
194.168.4.100,192.168.0.10,53,56801,17,1,194,,2021/03/28T15:17:14.922,0.000,2021/03/28T15:17:14.922,S0
194.168.4.100,192.168.0.10,53,62149,17,1,172,,2021/03/28T15:17:14.935,0.000,2021/03/28T15:17:14.935,S0
194.168.4.100,192.168.0.10,53,54001,17,1,123,,2021/03/28T15:17:15.015,0.000,2021/03/28T15:17:15.015,S0
194.168.4.100,192.168.0.10,53,51895,17,1,195,,2021/03/28T15:17:15.057,0.000,2021/03/28T15:17:15.057,S0
194.168.4.100,192.168.0.10,53,49790,17,1,127,,2021/03/28T15:17:15.122,0.000,2021/03/28T15:17:15.122,S0
216.239.36.54,192.168.0.10,443,49791,17,15,12364,,2021/03/28T15:17:15.131,0.101,2021/03/28T15:17:15.232,S0
194.168.4.100,192.168.0.10,53,55004,17,1,129,,2021/03/28T15:17:15.375,0.000,2021/03/28T15:17:15.375,S0
194.168.4.100,192.168.0.10,53,51301,17,1,125,,2021/03/28T15:17:15.503,0.000,2021/03/28T15:17:15.503,S0
194.168.4.100,192.168.0.10,53,59411,17,1,267,,2021/03/28T15:17:16.362,0.000,2021/03/28T15:17:16.362,S0
194.168.4.100,192.168.0.10,53,57538,17,1,152,,2021/03/28T15:17:16.596,0.000,2021/03/28T15:17:16.596,S0
194.168.4.100,192.168.0.10,53,64375,17,1,171,,2021/03/28T15:17:16.661,0.000,2021/03/28T15:17:16.661,S0
194.168.4.100,192.168.0.10,53,54578,17,1,151,,2021/03/28T15:17:16.722,0.000,2021/03/28T15:17:16.722,S0
194.168.4.100,192.168.0.10,53,59608,17,1,185,,2021/03/28T15:17:16.814,0.000,2021/03/28T15:17:16.814,S0
194.168.4.100,192.168.0.10,53,62343,17,1,96,,2021/03/28T15:17:16.994,0.000,2021/03/28T15:17:16.994,S0
194.168.4.100,192.168.0.10,53,61545,17,1,129,,2021/03/28T15:17:17.023,0.000,2021/03/28T15:17:17.023,S0
194.168.4.100,192.168.0.10,53,61936,17,1,138,,2021/03/28T15:17:21.290,0.000,2021/03/28T15:17:21.290,S0
194.168.4.100,192.168.0.10,53,55490,17,1,358,,2021/03/28T15:17:21.744,0.000,2021/03/28T15:17:21.744,S0
194.168.4.100,192.168.0.10,53,52992,17,1,144,,2021/03/28T15:17:21.900,0.000,2021/03/28T15:17:21.900,S0
194.168.4.100,192.168.0.10,53,61183,17,1,156,,2021/03/28T15:17:22.141,0.000,2021/03/28T15:17:22.141,S0
194.168.4.100,192.168.0.10,53,64185,17,1,145,,2021/03/28T15:17:22.577,0.000,2021/03/28T15:17:22.577,S0
194.168.4.100,192.168.0.10,53,55556,17,1,147,,2021/03/28T15:17:31.261,0.000,2021/03/28T15:17:31.261,S0
194.168.4.100,192.168.0.10,53,63373,17,1,77,,2021/03/28T15:17:55.469,0.000,2021/03/28T15:17:55.469,S0
142.250.180.14,192.168.0.10,443,54875,17,9,4259,,2021/03/28T15:17:55.495,0.071,2021/03/28T15:17:55.566,S0
194.168.4.100,192.168.0.10,53,53193,17,1,150,,2021/03/28T15:18:04.101,0.000,2021/03/28T15:18:04.101,S0
194.168.4.100,192.168.0.10,53,60233,17,1,275,,2021/03/28T15:18:06.129,0.000,2021/03/28T15:18:06.129,S0
194.168.4.100,192.168.0.10,53,58444,17,1,164,,2021/03/28T15:18:07.302,0.000,2021/03/28T15:18:07.302,S0
194.168.4.100,192.168.0.10,53,60850,17,1,125,,2021/03/28T15:18:07.356,0.000,2021/03/28T15:18:07.356,S0
194.168.4.100,192.168.0.10,53,58387,17,1,267,,2021/03/28T15:18:17.257,0.000,2021/03/28T15:18:17.257,S0
194.168.4.100,192.168.0.10,53,62111,17,1,68,,2021/03/28T15:18:27.245,0.000,2021/03/28T15:18:27.245,S0
194.168.4.100,192.168.0.10,53,50539,17,1,178,,2021/03/28T15:18:27.414,0.000,2021/03/28T15:18:27.414,S0
194.168.4.100,192.168.0.10,53,62726,17,1,76,,2021/03/28T15:19:16.886,0.000,2021/03/28T15:19:16.886,S0
216.58.198.164,192.168.0.10,443,62727,17,60,10595,,2021/03/28T15:19:16.913,15.376,2021/03/28T15:19:32.289,S0
194.168.4.100,192.168.0.10,53,52810,17,1,194,,2021/03/28T15:19:36.156,0.000,2021/03/28T15:19:36.156,S0
194.168.4.100,192.168.0.10,53,60058,17,1,194,,2021/03/28T15:19:49.338,0.000,2021/03/28T15:19:49.338,S0
194.168.4.100,192.168.0.10,53,53390,17,1,195,,2021/03/28T15:19:53.591,0.000,2021/03/28T15:19:53.591,S0
194.168.4.100,192.168.0.10,53,63857,17,1,215,,2021/03/28T15:19:53.981,0.000,2021/03/28T15:19:53.981,S0
194.168.4.100,192.168.0.10,53,50705,17,1,169,,2021/03/28T15:19:54.008,0.000,2021/03/28T15:19:54.008,S0
194.168.4.100,192.168.0.10,53,54801,17,1,249,,2021/03/28T15:19:54.329,0.000,2021/03/28T15:19:54.329,S0
194.168.4.100,192.168.0.10,53,62000,17,1,151,,2021/03/28T15:19:55.136,0.000,2021/03/28T15:19:55.136,S0
194.168.4.100,192.168.0.10,53,52745,17,1,304,,2021/03/28T15:19:55.141,0.000,2021/03/28T15:19:55.141,S0
194.168.4.100,192.168.0.10,53,51871,17,1,220,,2021/03/28T15:19:55.345,0.000,2021/03/28T15:19:55.345,S0
194.168.4.100,192.168.0.10,53,51404,17,1,96,,2021/03/28T15:19:55.929,0.000,2021/03/28T15:19:55.929,S0
194.168.4.100,192.168.0.10,53,50493,17,1,151,,2021/03/28T15:19:56.138,0.000,2021/03/28T15:19:56.138,S0
194.168.4.100,192.168.0.10,53,57726,17,1,154,,2021/03/28T15:19:56.144,0.000,2021/03/28T15:19:56.144,S0
194.168.4.100,192.168.0.10,53,53116,17,1,227,,2021/03/28T15:19:56.411,0.000,2021/03/28T15:19:56.411,S0
194.168.4.100,192.168.0.10,53,53314,17,1,127,,2021/03/28T15:19:56.669,0.000,2021/03/28T15:19:56.669,S0
194.168.4.100,192.168.0.10,53,56234,17,1,118,,2021/03/28T15:19:56.709,0.000,2021/03/28T15:19:56.709,S0
194.168.4.100,192.168.0.10,53,52124,17,1,325,,2021/03/28T15:19:57.560,0.000,2021/03/28T15:19:57.560,S0
194.168.4.100,192.168.0.10,53,61323,17,1,111,,2021/03/28T15:19:59.764,0.000,2021/03/28T15:19:59.764,S0
194.168.4.100,192.168.0.10,53,56375,17,1,176,,2021/03/28T15:19:59.782,0.000,2021/03/28T15:19:59.782,S0
194.168.4.100,192.168.0.10,53,50658,17,1,157,,2021/03/28T15:20:04.428,0.000,2021/03/28T15:20:04.428,S0
194.168.4.100,192.168.0.10,53,53928,17,1,185,,2021/03/28T15:20:04.455,0.000,2021/03/28T15:20:04.455,S0
194.168.4.100,192.168.0.10,53,60799,17,1,141,,2021/03/28T15:20:59.867,0.000,2021/03/28T15:20:59.867,S0
194.168.4.100,192.168.0.10,53,61842,17,1,113,,2021/03/28T15:21:59.280,0.000,2021/03/28T15:21:59.280,S0
194.168.4.100,192.168.0.10,53,60231,17,1,144,,2021/03/28T15:22:02.522,0.000,2021/03/28T15:22:02.522,S0
194.168.4.100,192.168.0.10,53,56001,17,1,146,,2021/03/28T15:22:02.793,0.000,2021/03/28T15:22:02.793,S0
194.168.4.100,192.168.0.10,53,60006,17,1,153,,2021/03/28T15:22:02.798,0.000,2021/03/28T15:22:02.798,S0
194.168.4.100,192.168.0.10,53,64892,17,1,118,,2021/03/28T15:22:04.259,0.000,2021/03/28T15:22:04.259,S0
194.168.4.100,192.168.0.10,53,53776,17,1,169,,2021/03/28T15:23:18.998,0.000,2021/03/28T15:23:18.998,S0
194.168.4.100,192.168.0.10,53,64028,17,1,176,,2021/03/28T15:23:19.033,0.000,2021/03/28T15:23:19.033,S0
194.168.4.100,192.168.0.10,53,61319,17,1,220,,2021/03/28T15:23:19.250,0.000,2021/03/28T15:23:19.250,S0
194.168.4.100,192.168.0.10,53,57231,17,1,227,,2021/03/28T15:23:19.480,0.000,2021/03/28T15:23:19.480,S0
194.168.8.100,192.168.0.10,53,52295,17,1,96,,2021/03/28T15:23:19.677,0.000,2021/03/28T15:23:19.677,S0
194.168.4.100,192.168.0.10,53,52295,17,1,96,,2021/03/28T15:23:19.678,0.000,2021/03/28T15:23:19.678,S0
194.168.4.100,192.168.0.10,53,57839,17,1,151,,2021/03/28T15:23:19.932,0.000,2021/03/28T15:23:19.932,S0
194.168.4.100,192.168.0.10,53,57275,17,1,118,,2021/03/28T15:23:20.332,0.000,2021/03/28T15:23:20.332,S0
194.168.4.100,192.168.0.10,53,58944,17,1,151,,2021/03/28T15:23:20.669,0.000,2021/03/28T15:23:20.669,S0
194.168.4.100,192.168.0.10,53,55875,17,1,68,,2021/03/28T15:23:27.255,0.000,2021/03/28T15:23:27.255,S0
194.168.4.100,192.168.0.10,53,52403,17,1,178,,2021/03/28T15:23:27.450,0.000,2021/03/28T15:23:27.450,S0
194.168.4.100,192.168.0.10,53,59404,17,1,157,,2021/03/28T15:23:29.447,0.000,2021/03/28T15:23:29.447,S0
194.168.4.100,192.168.0.10,53,50139,17,1,185,,2021/03/28T15:23:29.452,0.000,2021/03/28T15:23:29.452,S0
194.168.4.100,192.168.0.10,53,60521,17,1,267,,2021/03/28T15:23:37.275,0.000,2021/03/28T15:23:37.275,S0
194.168.4.100,192.168.0.10,53,63155,17,1,156,,2021/03/28T15:23:59.546,0.000,2021/03/28T15:23:59.546,S0
194.168.4.100,192.168.0.10,53,58546,17,1,152,,2021/03/28T15:25:19.657,0.000,2021/03/28T15:25:19.657,S0
194.168.4.100,192.168.0.10,53,55426,17,1,76,,2021/03/28T15:25:43.028,0.000,2021/03/28T15:25:43.028,S0
216.58.198.164,192.168.0.10,443,55427,17,36,7467,,2021/03/28T15:25:43.057,3.665,2021/03/28T15:25:46.722,S0
194.168.4.100,192.168.0.10,53,54257,17,1,82,,2021/03/28T15:25:57.011,0.000,2021/03/28T15:25:57.011,S0
216.58.212.202,192.168.0.10,443,54258,17,15,4639,,2021/03/28T15:25:57.041,0.071,2021/03/28T15:25:57.112,S0
194.168.4.100,192.168.0.10,53,57864,17,1,115,,2021/03/28T15:25:57.117,0.000,2021/03/28T15:25:57.117,S0
216.58.212.195,192.168.0.10,443,57865,17,111,139069,,2021/03/28T15:25:57.143,0.273,2021/03/28T15:25:57.416,S0
194.168.4.100,192.168.0.10,53,52535,17,1,194,,2021/03/28T15:26:39.125,0.000,2021/03/28T15:26:39.125,S0
216.58.212.195,192.168.0.10,443,52537,17,6,2521,,2021/03/28T15:26:47.657,0.041,2021/03/28T15:26:47.698,S0
